game,id,hours,last_played,metascore,userscore,wilsonscore,sdbrating,userscore_count,release_date,win,mac,linux,steam deck,captions available,co-op,co-op any,commentary available,controller support any,cross-platform multiplayer,downloadable content,early access,family sharing,full controller support,geforce now,has_demo,hdr available,in-app purchases,includes level editor,includes source sdk,lan co-op,lan pvp,mmo,mods,multi-player,multiplayer any,online co-op,online multi-player,online pvp,partial controller support,ps4 controllers,ps5 controllers,remote play any,remote play on phone,remote play on tablet,remote play on tv,remote play together,shared/split screen,shared/split screen co-op,shared/split screen pvp,single-player,stats,steam achievements,steam cloud,steam input api,steam leaderboards,steam timeline,steam trading cards,steam turn notifications,steam workshop,steamvr collectibles,tracked controller support,valve anti-cheat enabled,wsgf 4k,wsgf mm,wsgf uw,wsgf ws,htc vive,oculus rift,seated,vr any,vr only,vr supported,afrikaans,albanian,amharic,arabic,armenian,assamese,azerbaijani,bangla,basque,belarusian,bosnian,bulgarian,catalan,cherokee,croatian,czech,danish,dari,dutch,english,estonian,filipino,finnish,french,galician,georgian,german,greek,gujarati,hausa,hebrew,hindi,hungarian,icelandic,igbo,indonesian,irish,italian,japanese,k'iche',kannada,kazakh,khmer,kinyarwanda,konkani,korean,kyrgyz,latvian,lithuanian,luxembourgish,macedonian,malay,malayalam,maltese,maori,marathi,mongolian,nepali,norwegian,odia,persian,polish,portuguese,portuguese - brazil,portuguese - portugal,portuguese-brazil,punjabi (gurmukhi),punjabi (shahmukhi),quechua,romanian,russian,scots,serbian,simplified chinese,sindhi,sinhala,slovak,slovenian,sorani,sotho,spanish,spanish - latin america,spanish - spain,swahili,swedish,tajik,tamil,tatar,telugu,thai,tigrinya,traditional chinese,tswana,turkish,turkmen,ukrainian,urdu,uyghur,uzbek,valencian,vietnamese,welsh,wolof,xhosa,yoruba,zulu,1980s,1990's,2.5d,2d,2d fighter,2d platformer,360 video,3d,3d fighter,3d platformer,3d vision,4 player local,4x,6dof,abstract,action,action roguelike,action rpg,action rts,action-adventure,addictive,adventure,agriculture,aliens,alternate history,ambient,america,animation & modeling,anime,arcade,archery,arena shooter,artificial intelligence,assassin,asynchronous multiplayer,atmospheric,auto battler,automation,automobile sim,base building,based on a novel,basketball,battle royale,beat 'em up,beautiful,benchmark,bikes,blood,board game,boomer shooter,boss rush,building,bullet hell,bullet time,capitalism,card battler,card game,cartoon,cartoony,casual,cats,character action game,character customization,chess,choices matter,choose your own adventure,cinematic,city builder,class-based,classic,clicker,co-op,co-op campaign,cold war,collectathon,colony sim,colorful,combat,combat racing,comedy,comic book,competitive,conspiracy,controller,conversation,cooking,cozy,crafting,creature collector,crime,crowdfunded,crpg,cult classic,cute,cyberpunk,cycling,dark,dark comedy,dark fantasy,dark humor,dating sim,deckbuilding,demons,design & illustration,destruction,detective,difficult,dinosaurs,diplomacy,dog,dragons,drama,driving,dungeon crawler,dungeons & dragons,dwarf,dynamic narration,dystopian,early access,economy,education,elf,emotional,epic,episodic,escape room,esports,experience,experimental,exploration,extraction shooter,faith,family friendly,fantasy,farming,farming sim,fast-paced,female protagonist,fighting,first-person,fishing,flight,fmv,football (american),football (soccer),foreign,fox,fps,free to play,funny,futuristic,gambling,game development,gamemaker,games workshop,gaming,god game,gore,gothic,grand strategy,great soundtrack,grid-based movement,gun customization,hack and slash,hacking,hand-drawn,heist,hentai,hero shooter,hex grid,hidden object,historical,horror,horses,hunting,idler,illuminati,immersive,immersive sim,indie,intentionally awkward controls,interactive fiction,inventory management,investigation,isometric,jet,jrpg,jump scare,kickstarter,lego,level editor,lgbtq+,life sim,linear,local co-op,local multiplayer,logic,loot,looter shooter,lore-rich,lovecraftian,magic,management,mars,martial arts,massively multiplayer,mature,mechs,medical sim,medieval,memes,metroidvania,military,minigames,minimalist,mining,mmorpg,moba,mod,moddable,modern,motorbike,mouse only,movie,multiplayer,multiple endings,music,music-based procedural generation,musou,mystery,mystery dungeon,mythology,narration,narrative,nature,naval,naval combat,ninja,noir,nonlinear,nostalgia,nsfw,nudity,offroad,old school,online co-op,open world,open world survival craft,outbreak sim,parkour,parody,party,party game,party-based rpg,perma death,philosophical,photo editing,physics,pirates,pixel graphics,platformer,point & click,political,political sim,politics,post-apocalyptic,precision platformer,procedural generation,programming,psychedelic,psychological,psychological horror,puzzle,puzzle platformer,pve,pvp,quick-time events,racing,real time tactics,real-time,real-time with pause,realistic,reboot,relaxing,remake,replay value,resource management,retro,rhythm,robots,roguelike,roguelike deckbuilder,roguelite,roguevania,romance,rome,rpg,rpgmaker,rts,runner,sailing,sandbox,satire,sci-fi,science,score attack,sequel,sexual content,shoot 'em up,shooter,shop keeper,short,side scroller,silent protagonist,simulation,singleplayer,skateboarding,skating,skiing,sniper,snow,snowboarding,social deduction,software,software training,solitaire,souls-like,soundtrack,space,space sim,spaceships,spectacle fighter,split screen,sports,stealth,steampunk,story rich,strategy,strategy rpg,stylized,submarine,superhero,supernatural,surreal,survival,survival horror,swordplay,tabletop,tactical,tactical rpg,tanks,team-based,tennis,text-based,third person,third-person shooter,thriller,time attack,time management,time manipulation,time travel,top-down,top-down shooter,touch-friendly,tower defense,trackir,trading,trading card game,traditional roguelike,trains,transhumanism,transportation,trivia,turn-based,turn-based combat,turn-based strategy,turn-based tactics,tutorial,twin stick shooter,typing,underground,underwater,unforgiving,utilities,vampire,vehicular combat,vikings,villain protagonist,violent,visual novel,voice control,voxel,vr,walking simulator,war,wargame,warhammer 40k,web publishing,well-written,werewolves,western,wholesome,word game,world war i,world war ii,zombies
A Total War Saga: THRONES OF BRITANNIA,712100,18.833333333333332,,,69,68,68,11421,2018-05-02,x,x,x,,,,x,,,,,,x,,,,,,,,x,x,,,,x,x,,x,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,x,,x,,,,,,,x,,,x,,,,,,,,,x,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,
Aarklash: Legacy,222640,,,72,76,73,72,591,2013-09-12,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,,,x,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abiotic Factor,427410,71.85,,,96,96,93,14430,2024-05-02,x,,,x,,,x,,x,,,x,x,,,,,,,,x,,,,,x,x,,,x,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Absolver,473690,,,75,73,72,72,11094,2017-08-29,x,,,,,,x,,x,,,,x,x,x,,,,,,,,,,,x,x,,x,,,,x,,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACE COMBAT™ 7: SKIES UNKNOWN,502500,,,78,87,87,85,34954,2019-01-31,x,,,x,,,,,x,,,,x,x,,,,,,,,,,,,x,,,x,,x,,,,,,,,,,x,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,x,,x,,,,,,,x,,,x,,,,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,
Ace of Spades: Battle Builder,224540,,,49,65,64,64,18347,,,,,,,,x,,,x,,,x,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,x,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,x,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x
Aces & Adventures,1815570,,,84,91,90,87,1888,2023-02-23,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADR1FT,300060,10.983333333333333,,64,57,55,56,1100,2016-03-28,x,,,,,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,x,,x,x,x,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,
Aegis Defenders,371140,,,76,77,71,71,150,2018-02-08,x,x,,,x,,x,,x,,,,x,x,,,,,,,,,,,,x,,,,,,,x,,,x,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AER Memories of Old,331870,2.966666666666667,,,87,86,84,4636,2017-10-25,x,x,x,x,,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,x,,x,,,,,,,x,,,x,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,
Age of Empires II (Retired),221380,,,68,95,95,94,82515,2013-04-09,x,,,x,x,,x,,,,,,x,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,x,x,x,x,,x,,x,,x,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,x,,,x,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,x,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age of Wonders III,226840,,,80,81,80,79,6826,2014-03-31,x,x,x,x,,,x,,,x,,,x,,x,,,,x,,,,,,,x,,,,,,,x,,,,x,,,,x,,x,x,,,,x,,x,,,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Age of Wonders: Planetfall,718850,,,81,80,79,78,4465,2019-08-06,x,x,,x,,,,,x,,,,x,,x,,,,,,,,,,,x,,,x,x,,,x,,x,,x,,,,x,,x,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,
Al-Qadim: The Genie's Curse,1904640,,,,92,71,73,13,2022-03-29,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Wake,108710,,,83,90,90,88,34230,2012-02-16,x,,,x,,,,,x,,,,x,x,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,x,,x,x,,,,x,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,x,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,x,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,x,x,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Wake's American Nightmare,202750,,,73,72,71,70,6316,2012-05-22,x,,,x,,,,,x,,,,x,x,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,,,,x,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,x,x,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alien: Isolation,214490,,,81,92,92,90,41887,2014-10-06,x,x,x,x,,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,x,,,,,x,,x,x,x,,,,,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,x,,,,,,,,,,x,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,x,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,
